,index,importance
0,Credit_History,0.35253909402283795
1,ApplicantIncome,0.17545378287803098
2,LoanAmount,0.14711133766830334
3,CoapplicantIncome,0.09661829965684465
4,Dependents,0.04499434507661331
5,Property_Area_Semiurban,0.04359500061887184
6,Loan_Amount_Term,0.036657250900092336
7,Property_Area_Urban,0.026043676782717465
8,Married_Yes,0.02481067176105994
9,Education_Not Graduate,0.019570758190743113
10,Gender_Male,0.016962042070891043
11,Self_Employed_Yes,0.015643740372993886
